level,unit,season,metric,variant,n,spearman_rho,p
site,ghcn_SWE00140886,JFM,frost_days,value,65,-0.1962,0.1173
site,ghcn_SWE00140886,JFM,frost_days,anom,65,-0.1962,0.1173
site,ghcn_SWE00140886,JFM,frost_days,anom_dt,65,-0.1834,0.1436
site,ghcn_SWE00140886,JFM,ice_days,value,64,-0.0571,0.6540
site,ghcn_SWE00140886,JFM,ice_days,anom,64,-0.0571,0.6540
site,ghcn_SWE00140886,JFM,ice_days,anom_dt,64,-0.0708,0.5780
site,ghcn_SWE00140886,JFM,precip,value,73,0.1526,0.1976
site,ghcn_SWE00140886,JFM,precip,anom,73,0.1526,0.1976
site,ghcn_SWE00140886,JFM,precip,anom_dt,73,0.1649,0.1633
site,ghcn_SWE00140886,JFM,precip_days,value,73,0.1080,0.3633
site,ghcn_SWE00140886,JFM,precip_days,anom,73,0.1080,0.3633
site,ghcn_SWE00140886,JFM,precip_days,anom_dt,73,0.1060,0.3721
site,ghcn_SWE00140886,JFM,rain_on_snow_days,value,19,-0.1350,0.5817
site,ghcn_SWE00140886,JFM,snow_cover_days,value,19,-0.1859,0.4461
site,ghcn_SWE00140886,JFM,snow_depth,value,19,-0.2910,0.2268
site,ghcn_SWE00140886,JFM,snow_max,value,19,-0.2628,0.2771
site,ghcn_SWE00140886,JFM,thaw_days,value,64,0.0484,0.7040
site,ghcn_SWE00140886,JFM,thaw_days,anom,64,0.0484,0.7040
site,ghcn_SWE00140886,JFM,thaw_days,anom_dt,64,0.0787,0.5366
site,ghcn_SWE00140886,JFM,tmax_mean,value,64,-0.0693,0.5863
site,ghcn_SWE00140886,JFM,tmax_mean,anom,64,-0.0693,0.5863
site,ghcn_SWE00140886,JFM,tmax_mean,anom_dt,64,-0.0908,0.4756
site,ghcn_SWE00140886,JFM,tmean,value,64,-0.0554,0.6639
site,ghcn_SWE00140886,JFM,tmean,anom,64,-0.0554,0.6639
site,ghcn_SWE00140886,JFM,tmean,anom_dt,64,-0.0482,0.7050
site,ghcn_SWE00140886,JFM,tmin_mean,value,65,-0.0631,0.6178
site,ghcn_SWE00140886,JFM,tmin_mean,anom,65,-0.0631,0.6178
site,ghcn_SWE00140886,JFM,tmin_mean,anom_dt,65,-0.0407,0.7477
site,ghcn_SWE00140886,NDJFM,frost_days,value,66,-0.1423,0.2544
site,ghcn_SWE00140886,NDJFM,frost_days,anom,66,-0.1423,0.2544
site,ghcn_SWE00140886,NDJFM,frost_days,anom_dt,66,-0.1151,0.3574
site,ghcn_SWE00140886,NDJFM,ice_days,value,67,-0.0629,0.6130
site,ghcn_SWE00140886,NDJFM,ice_days,anom,67,-0.0629,0.6130
site,ghcn_SWE00140886,NDJFM,ice_days,anom_dt,67,-0.0534,0.6677
site,ghcn_SWE00140886,NDJFM,precip,value,71,0.0773,0.5219
site,ghcn_SWE00140886,NDJFM,precip,anom,71,0.0773,0.5219
site,ghcn_SWE00140886,NDJFM,precip,anom_dt,71,0.0548,0.6499
site,ghcn_SWE00140886,NDJFM,precip_days,value,71,0.0659,0.5853
site,ghcn_SWE00140886,NDJFM,precip_days,anom,71,0.0659,0.5853
site,ghcn_SWE00140886,NDJFM,precip_days,anom_dt,71,0.0203,0.8663
site,ghcn_SWE00140886,NDJFM,rain_on_snow_days,value,21,-0.4839,0.0262
site,ghcn_SWE00140886,NDJFM,rain_on_snow_days,anom_dt,21,-0.3910,0.0796
site,ghcn_SWE00140886,NDJFM,snow_cover_days,value,21,0.0360,0.8770
site,ghcn_SWE00140886,NDJFM,snow_cover_days,anom_dt,21,-0.0286,0.9020
site,ghcn_SWE00140886,NDJFM,snow_depth,value,21,-0.1080,0.6412
site,ghcn_SWE00140886,NDJFM,snow_depth,anom_dt,21,-0.0885,0.7029
site,ghcn_SWE00140886,NDJFM,snow_max,value,21,-0.0401,0.8631
site,ghcn_SWE00140886,NDJFM,snow_max,anom_dt,21,-0.0488,0.8336
site,ghcn_SWE00140886,NDJFM,thaw_days,value,67,0.0501,0.6870
site,ghcn_SWE00140886,NDJFM,thaw_days,anom,67,0.0512,0.6809
site,ghcn_SWE00140886,NDJFM,thaw_days,anom_dt,67,0.0515,0.6790
site,ghcn_SWE00140886,NDJFM,tmax_mean,value,67,0.0213,0.8641
site,ghcn_SWE00140886,NDJFM,tmax_mean,anom,67,0.0213,0.8641
site,ghcn_SWE00140886,NDJFM,tmax_mean,anom_dt,67,-0.0233,0.8517
site,ghcn_SWE00140886,NDJFM,tmean,value,66,0.0424,0.7356
site,ghcn_SWE00140886,NDJFM,tmean,anom,66,0.0424,0.7356
site,ghcn_SWE00140886,NDJFM,tmean,anom_dt,66,0.0019,0.9877
site,ghcn_SWE00140886,NDJFM,tmin_mean,value,66,0.0585,0.6407
site,ghcn_SWE00140886,NDJFM,tmin_mean,anom,66,0.0585,0.6407
site,ghcn_SWE00140886,NDJFM,tmin_mean,anom_dt,66,0.0381,0.7616
site,ghcn_SWM00002485,DJF,frost_days,value,75,0.0392,0.7386
site,ghcn_SWM00002485,DJF,frost_days,anom,75,0.0392,0.7386
site,ghcn_SWM00002485,DJF,frost_days,anom_dt,75,0.0453,0.6997
site,ghcn_SWM00002485,DJF,ice_days,value,75,0.0048,0.9675
site,ghcn_SWM00002485,DJF,ice_days,anom,75,0.0048,0.9675
site,ghcn_SWM00002485,DJF,ice_days,anom_dt,75,0.0180,0.8783
site,ghcn_SWM00002485,DJF,precip,value,75,-0.1229,0.2935
site,ghcn_SWM00002485,DJF,precip,anom,75,-0.1229,0.2935
site,ghcn_SWM00002485,DJF,precip,anom_dt,75,-0.1180,0.3133
site,ghcn_SWM00002485,DJF,precip_days,value,75,-0.0503,0.6684
site,ghcn_SWM00002485,DJF,precip_days,anom,75,-0.0503,0.6684
site,ghcn_SWM00002485,DJF,precip_days,anom_dt,75,-0.0426,0.7170
site,ghcn_SWM00002485,DJF,rain_on_snow_days,value,25,-0.0537,0.7987
site,ghcn_SWM00002485,DJF,rain_on_snow_days,anom_dt,25,-0.0112,0.9578
site,ghcn_SWM00002485,DJF,snow_cover_days,value,25,0.0077,0.9708
site,ghcn_SWM00002485,DJF,snow_cover_days,anom_dt,25,-0.1096,0.6019
site,ghcn_SWM00002485,DJF,snow_depth,value,25,0.0908,0.6660
site,ghcn_SWM00002485,DJF,snow_depth,anom_dt,25,0.0392,0.8523
site,ghcn_SWM00002485,DJF,snow_max,value,25,0.1374,0.5124
site,ghcn_SWM00002485,DJF,snow_max,anom_dt,25,0.0623,0.7673
site,ghcn_SWM00002485,DJF,thaw_days,value,75,-0.0044,0.9702
site,ghcn_SWM00002485,DJF,thaw_days,anom,75,-0.0044,0.9702
site,ghcn_SWM00002485,DJF,thaw_days,anom_dt,75,-0.0211,0.8575
site,ghcn_SWM00002485,DJF,tmax_mean,value,75,0.0071,0.9520
site,ghcn_SWM00002485,DJF,tmax_mean,anom,75,0.0071,0.9520
site,ghcn_SWM00002485,DJF,tmax_mean,anom_dt,75,0.0065,0.9561
site,ghcn_SWM00002485,DJF,tmean,value,75,0.0029,0.9803
site,ghcn_SWM00002485,DJF,tmean,anom,75,0.0029,0.9803
site,ghcn_SWM00002485,DJF,tmean,anom_dt,75,0.0033,0.9779
site,ghcn_SWM00002485,DJF,tmin_mean,value,75,0.0031,0.9789
site,ghcn_SWM00002485,DJF,tmin_mean,anom,75,0.0042,0.9718
site,ghcn_SWM00002485,DJF,tmin_mean,anom_dt,75,-0.0113,0.9231
site,ghcn_SWM00002485,JFM,frost_days,value,76,-0.0249,0.8311
site,ghcn_SWM00002485,JFM,frost_days,anom,76,-0.0249,0.8311
site,ghcn_SWM00002485,JFM,frost_days,anom_dt,76,-0.0492,0.6729
site,ghcn_SWM00002485,JFM,ice_days,value,76,0.0495,0.6710
site,ghcn_SWM00002485,JFM,ice_days,anom,76,0.0495,0.6710
site,ghcn_SWM00002485,JFM,ice_days,anom_dt,76,0.0528,0.6507
site,ghcn_SWM00002485,JFM,precip,value,75,0.1239,0.2896
site,ghcn_SWM00002485,JFM,precip,anom,75,0.1239,0.2896
site,ghcn_SWM00002485,JFM,precip,anom_dt,75,0.1271,0.2771
site,ghcn_SWM00002485,JFM,precip_days,value,75,0.1365,0.2428
site,ghcn_SWM00002485,JFM,precip_days,anom,75,0.1365,0.2428
site,ghcn_SWM00002485,JFM,precip_days,anom_dt,75,0.1308,0.2632
site,ghcn_SWM00002485,JFM,rain_on_snow_days,value,37,0.0225,0.8951
site,ghcn_SWM00002485,JFM,rain_on_snow_days,anom_dt,37,-0.0019,0.9911
site,ghcn_SWM00002485,JFM,snow_cover_days,value,37,-0.0943,0.5786
site,ghcn_SWM00002485,JFM,snow_cover_days,anom_dt,37,-0.1721,0.3083
site,ghcn_SWM00002485,JFM,snow_depth,value,37,0.0416,0.8071
site,ghcn_SWM00002485,JFM,snow_depth,anom_dt,37,0.0458,0.7880
site,ghcn_SWM00002485,JFM,snow_max,value,37,0.0677,0.6904
site,ghcn_SWM00002485,JFM,snow_max,anom_dt,37,0.0518,0.7607
site,ghcn_SWM00002485,JFM,thaw_days,value,76,-0.0593,0.6108
site,ghcn_SWM00002485,JFM,thaw_days,anom,76,-0.0593,0.6108
site,ghcn_SWM00002485,JFM,thaw_days,anom_dt,76,-0.0606,0.6032
site,ghcn_SWM00002485,JFM,tmax_mean,value,76,-0.0068,0.9535
site,ghcn_SWM00002485,JFM,tmax_mean,anom,76,-0.0068,0.9535
site,ghcn_SWM00002485,JFM,tmax_mean,anom_dt,76,-0.0142,0.9033
site,ghcn_SWM00002485,JFM,tmean,value,76,-0.0120,0.9177
site,ghcn_SWM00002485,JFM,tmean,anom,76,-0.0120,0.9177
site,ghcn_SWM00002485,JFM,tmean,anom_dt,76,-0.0079,0.9463
site,ghcn_SWM00002485,JFM,tmin_mean,value,76,-0.0155,0.8944
site,ghcn_SWM00002485,JFM,tmin_mean,anom,76,-0.0155,0.8944
site,ghcn_SWM00002485,JFM,tmin_mean,anom_dt,76,-0.0166,0.8867
site,ghcn_SWM00002485,NDJFM,frost_days,value,75,-0.0389,0.7401
site,ghcn_SWM00002485,NDJFM,frost_days,anom,75,-0.0389,0.7401
site,ghcn_SWM00002485,NDJFM,frost_days,anom_dt,75,-0.0265,0.8215
site,ghcn_SWM00002485,NDJFM,ice_days,value,75,-0.0170,0.8850
site,ghcn_SWM00002485,NDJFM,ice_days,anom,75,-0.0170,0.8850
site,ghcn_SWM00002485,NDJFM,ice_days,anom_dt,75,-0.0157,0.8939
site,ghcn_SWM00002485,NDJFM,precip,value,75,-0.0430,0.7145
site,ghcn_SWM00002485,NDJFM,precip,anom,75,-0.0430,0.7145
site,ghcn_SWM00002485,NDJFM,precip,anom_dt,75,-0.0470,0.6887
site,ghcn_SWM00002485,NDJFM,precip_days,value,75,-0.0222,0.8501
site,ghcn_SWM00002485,NDJFM,precip_days,anom,75,-0.0222,0.8501
site,ghcn_SWM00002485,NDJFM,precip_days,anom_dt,75,-0.0255,0.8279
site,ghcn_SWM00002485,NDJFM,rain_on_snow_days,value,16,0.0698,0.7972
site,ghcn_SWM00002485,NDJFM,snow_cover_days,value,16,0.1324,0.6251
site,ghcn_SWM00002485,NDJFM,snow_depth,value,16,0.1853,0.4921
site,ghcn_SWM00002485,NDJFM,snow_max,value,16,0.0251,0.9265
site,ghcn_SWM00002485,NDJFM,thaw_days,value,75,0.0069,0.9529
site,ghcn_SWM00002485,NDJFM,thaw_days,anom,75,0.0069,0.9529
site,ghcn_SWM00002485,NDJFM,thaw_days,anom_dt,75,0.0219,0.8522
site,ghcn_SWM00002485,NDJFM,tmax_mean,value,75,0.0369,0.7530
site,ghcn_SWM00002485,NDJFM,tmax_mean,anom,75,0.0369,0.7530
site,ghcn_SWM00002485,NDJFM,tmax_mean,anom_dt,75,0.0198,0.8664
site,ghcn_SWM00002485,NDJFM,tmean,value,75,0.0336,0.7746
site,ghcn_SWM00002485,NDJFM,tmean,anom,75,0.0337,0.7740
site,ghcn_SWM00002485,NDJFM,tmean,anom_dt,75,0.0227,0.8469
site,ghcn_SWM00002485,NDJFM,tmin_mean,value,75,0.0454,0.6992
site,ghcn_SWM00002485,NDJFM,tmin_mean,anom,75,0.0454,0.6992
site,ghcn_SWM00002485,NDJFM,tmin_mean,anom_dt,75,0.0441,0.7070
site,om_goteborg,DJF,frost_days,value,77,0.0198,0.8643
site,om_goteborg,DJF,frost_days,anom,77,0.0198,0.8643
site,om_goteborg,DJF,frost_days,anom_dt,77,0.0139,0.9046
site,om_goteborg,DJF,ice_days,value,77,-0.0065,0.9551
site,om_goteborg,DJF,ice_days,anom,77,-0.0065,0.9551
site,om_goteborg,DJF,ice_days,anom_dt,77,-0.0284,0.8062
site,om_goteborg,DJF,precip,value,77,0.0394,0.7337
site,om_goteborg,DJF,precip,anom,77,0.0394,0.7337
site,om_goteborg,DJF,precip,anom_dt,77,0.0401,0.7292
site,om_goteborg,DJF,precip_days,value,77,0.0304,0.7931
site,om_goteborg,DJF,precip_days,anom,77,0.0304,0.7931
site,om_goteborg,DJF,precip_days,anom_dt,77,0.0301,0.7951
site,om_goteborg,DJF,thaw_days,value,77,0.0008,0.9945
site,om_goteborg,DJF,thaw_days,anom,77,0.0008,0.9945
site,om_goteborg,DJF,thaw_days,anom_dt,77,0.0179,0.8770
site,om_goteborg,DJF,tmax_mean,value,77,-0.0032,0.9777
site,om_goteborg,DJF,tmax_mean,anom,77,-0.0028,0.9807
site,om_goteborg,DJF,tmax_mean,anom_dt,77,0.0068,0.9531
site,om_goteborg,DJF,tmean,value,77,0.0050,0.9654
site,om_goteborg,DJF,tmean,anom,77,0.0050,0.9654
site,om_goteborg,DJF,tmean,anom_dt,77,0.0070,0.9521
site,om_goteborg,DJF,tmin_mean,value,77,0.0211,0.8553
site,om_goteborg,DJF,tmin_mean,anom,77,0.0211,0.8553
site,om_goteborg,DJF,tmin_mean,anom_dt,77,0.0046,0.9683
site,om_goteborg,JFM,frost_days,value,77,-0.0350,0.7624
site,om_goteborg,JFM,frost_days,anom,77,-0.0350,0.7624
site,om_goteborg,JFM,frost_days,anom_dt,77,-0.0447,0.6997
site,om_goteborg,JFM,ice_days,value,77,0.0133,0.9084
site,om_goteborg,JFM,ice_days,anom,77,0.0133,0.9084
site,om_goteborg,JFM,ice_days,anom_dt,77,0.0097,0.9334
site,om_goteborg,JFM,precip,value,77,0.0437,0.7059
site,om_goteborg,JFM,precip,anom,77,0.0437,0.7059
site,om_goteborg,JFM,precip,anom_dt,77,0.0806,0.4861
site,om_goteborg,JFM,precip_days,value,77,0.0654,0.5719
site,om_goteborg,JFM,precip_days,anom,77,0.0654,0.5719
site,om_goteborg,JFM,precip_days,anom_dt,77,0.0650,0.5746
site,om_goteborg,JFM,thaw_days,value,77,-0.0134,0.9081
site,om_goteborg,JFM,thaw_days,anom,77,-0.0134,0.9081
site,om_goteborg,JFM,thaw_days,anom_dt,77,-0.0162,0.8891
site,om_goteborg,JFM,tmax_mean,value,77,0.0040,0.9724
site,om_goteborg,JFM,tmax_mean,anom,77,0.0040,0.9724
site,om_goteborg,JFM,tmax_mean,anom_dt,77,0.0100,0.9310
site,om_goteborg,JFM,tmean,value,77,-0.0029,0.9804
site,om_goteborg,JFM,tmean,anom,77,-0.0029,0.9804
site,om_goteborg,JFM,tmean,anom_dt,77,0.0010,0.9932
site,om_goteborg,JFM,tmin_mean,value,77,-0.0030,0.9793
site,om_goteborg,JFM,tmin_mean,anom,77,-0.0030,0.9793
site,om_goteborg,JFM,tmin_mean,anom_dt,77,0.0100,0.9311
site,om_goteborg,NDJFM,frost_days,value,77,-0.0733,0.5266
site,om_goteborg,NDJFM,frost_days,anom,77,-0.0733,0.5266
site,om_goteborg,NDJFM,frost_days,anom_dt,77,-0.0653,0.5724
site,om_goteborg,NDJFM,ice_days,value,77,-0.0400,0.7300
site,om_goteborg,NDJFM,ice_days,anom,77,-0.0400,0.7300
site,om_goteborg,NDJFM,ice_days,anom_dt,77,-0.0349,0.7634
site,om_goteborg,NDJFM,precip,value,77,0.1204,0.2970
site,om_goteborg,NDJFM,precip,anom,77,0.1204,0.2970
site,om_goteborg,NDJFM,precip,anom_dt,77,0.1357,0.2392
site,om_goteborg,NDJFM,precip_days,value,77,0.0662,0.5675
site,om_goteborg,NDJFM,precip_days,anom,77,0.0662,0.5675
site,om_goteborg,NDJFM,precip_days,anom_dt,77,0.0813,0.4823
site,om_goteborg,NDJFM,thaw_days,value,77,0.0351,0.7616
site,om_goteborg,NDJFM,thaw_days,anom,77,0.0351,0.7616
site,om_goteborg,NDJFM,thaw_days,anom_dt,77,0.0333,0.7738
site,om_goteborg,NDJFM,tmax_mean,value,77,0.0166,0.8861
site,om_goteborg,NDJFM,tmax_mean,anom,77,0.0166,0.8861
site,om_goteborg,NDJFM,tmax_mean,anom_dt,77,0.0286,0.8049
site,om_goteborg,NDJFM,tmean,value,77,0.0257,0.8247
site,om_goteborg,NDJFM,tmean,anom,77,0.0257,0.8247
site,om_goteborg,NDJFM,tmean,anom_dt,77,0.0447,0.6997
site,om_goteborg,NDJFM,tmin_mean,value,77,0.0492,0.6710
site,om_goteborg,NDJFM,tmin_mean,anom,77,0.0492,0.6710
site,om_goteborg,NDJFM,tmin_mean,anom_dt,77,0.0497,0.6675
site,om_malmo,DJF,frost_days,value,77,0.0394,0.7335
site,om_malmo,DJF,frost_days,anom,77,0.0394,0.7335
site,om_malmo,DJF,frost_days,anom_dt,77,0.0178,0.8780
site,om_malmo,DJF,ice_days,value,77,0.0079,0.9455
site,om_malmo,DJF,ice_days,anom,77,0.0079,0.9455
site,om_malmo,DJF,ice_days,anom_dt,77,0.0189,0.8703
site,om_malmo,DJF,precip,value,77,0.1122,0.3312
site,om_malmo,DJF,precip,anom,77,0.1122,0.3312
site,om_malmo,DJF,precip,anom_dt,77,0.1077,0.3511
site,om_malmo,DJF,precip_days,value,77,0.1621,0.1589
site,om_malmo,DJF,precip_days,anom,77,0.1621,0.1589
site,om_malmo,DJF,precip_days,anom_dt,77,0.1551,0.1780
site,om_malmo,DJF,thaw_days,value,77,-0.0137,0.9058
site,om_malmo,DJF,thaw_days,anom,77,-0.0137,0.9058
site,om_malmo,DJF,thaw_days,anom_dt,77,-0.0347,0.7644
site,om_malmo,DJF,tmax_mean,value,77,0.0292,0.8008
site,om_malmo,DJF,tmax_mean,anom,77,0.0291,0.8016
site,om_malmo,DJF,tmax_mean,anom_dt,77,0.0415,0.7200
site,om_malmo,DJF,tmean,value,77,0.0272,0.8146
site,om_malmo,DJF,tmean,anom,77,0.0272,0.8146
site,om_malmo,DJF,tmean,anom_dt,77,0.0332,0.7743
site,om_malmo,DJF,tmin_mean,value,77,0.0264,0.8196
site,om_malmo,DJF,tmin_mean,anom,77,0.0264,0.8196
site,om_malmo,DJF,tmin_mean,anom_dt,77,0.0298,0.7967
site,om_malmo,JFM,frost_days,value,77,0.0030,0.9792
site,om_malmo,JFM,frost_days,anom,77,0.0030,0.9792
site,om_malmo,JFM,frost_days,anom_dt,77,-0.0208,0.8577
site,om_malmo,JFM,ice_days,value,77,0.0321,0.7815
site,om_malmo,JFM,ice_days,anom,77,0.0321,0.7815
site,om_malmo,JFM,ice_days,anom_dt,77,0.0398,0.7308
site,om_malmo,JFM,precip,value,77,0.1145,0.3212
site,om_malmo,JFM,precip,anom,77,0.1145,0.3212
site,om_malmo,JFM,precip,anom_dt,77,0.1377,0.2324
site,om_malmo,JFM,precip_days,value,77,0.1762,0.1253
site,om_malmo,JFM,precip_days,anom,77,0.1762,0.1253
site,om_malmo,JFM,precip_days,anom_dt,77,0.1771,0.1233
site,om_malmo,JFM,thaw_days,value,77,-0.0455,0.6942
site,om_malmo,JFM,thaw_days,anom,77,-0.0455,0.6942
site,om_malmo,JFM,thaw_days,anom_dt,77,-0.0424,0.7142
site,om_malmo,JFM,tmax_mean,value,77,0.0305,0.7924
site,om_malmo,JFM,tmax_mean,anom,77,0.0305,0.7924
site,om_malmo,JFM,tmax_mean,anom_dt,77,0.0120,0.9172
site,om_malmo,JFM,tmean,value,77,0.0262,0.8212
site,om_malmo,JFM,tmean,anom,77,0.0262,0.8212
site,om_malmo,JFM,tmean,anom_dt,77,0.0397,0.7317
site,om_malmo,JFM,tmin_mean,value,77,0.0248,0.8306
site,om_malmo,JFM,tmin_mean,anom,77,0.0248,0.8306
site,om_malmo,JFM,tmin_mean,anom_dt,77,0.0516,0.6559
site,om_malmo,NDJFM,frost_days,value,77,-0.0350,0.7624
site,om_malmo,NDJFM,frost_days,anom,77,-0.0350,0.7624
site,om_malmo,NDJFM,frost_days,anom_dt,77,-0.0530,0.6472
site,om_malmo,NDJFM,ice_days,value,77,-0.0043,0.9701
site,om_malmo,NDJFM,ice_days,anom,77,-0.0043,0.9701
site,om_malmo,NDJFM,ice_days,anom_dt,77,0.0153,0.8950
site,om_malmo,NDJFM,precip,value,77,0.1986,0.0834
site,om_malmo,NDJFM,precip,anom,77,0.1986,0.0834
site,om_malmo,NDJFM,precip,anom_dt,77,0.2033,0.0762
site,om_malmo,NDJFM,precip_days,value,77,0.2395,0.0359
site,om_malmo,NDJFM,precip_days,anom,77,0.2395,0.0359
site,om_malmo,NDJFM,precip_days,anom_dt,77,0.2381,0.0370
site,om_malmo,NDJFM,thaw_days,value,77,-0.0063,0.9569
site,om_malmo,NDJFM,thaw_days,anom,77,-0.0063,0.9569
site,om_malmo,NDJFM,thaw_days,anom_dt,77,-0.0291,0.8014
site,om_malmo,NDJFM,tmax_mean,value,77,0.0370,0.7497
site,om_malmo,NDJFM,tmax_mean,anom,77,0.0370,0.7497
site,om_malmo,NDJFM,tmax_mean,anom_dt,77,0.0612,0.5971
site,om_malmo,NDJFM,tmean,value,77,0.0736,0.5244
site,om_malmo,NDJFM,tmean,anom,77,0.0736,0.5244
site,om_malmo,NDJFM,tmean,anom_dt,77,0.0765,0.5082
site,om_malmo,NDJFM,tmin_mean,value,77,0.0700,0.5450
site,om_malmo,NDJFM,tmin_mean,anom,77,0.0700,0.5450
site,om_malmo,NDJFM,tmin_mean,anom_dt,77,0.0970,0.4012
site,om_stockholm,DJF,frost_days,value,77,-0.0231,0.8421
site,om_stockholm,DJF,frost_days,anom,77,-0.0231,0.8421
site,om_stockholm,DJF,frost_days,anom_dt,77,-0.0088,0.9394
site,om_stockholm,DJF,ice_days,value,77,-0.0183,0.8747
site,om_stockholm,DJF,ice_days,anom,77,-0.0183,0.8747
site,om_stockholm,DJF,ice_days,anom_dt,77,-0.0124,0.9149
site,om_stockholm,DJF,precip,value,77,-0.0879,0.4471
site,om_stockholm,DJF,precip,anom,77,-0.0879,0.4471
site,om_stockholm,DJF,precip,anom_dt,77,-0.0800,0.4889
site,om_stockholm,DJF,precip_days,value,77,-0.0258,0.8235
site,om_stockholm,DJF,precip_days,anom,77,-0.0258,0.8235
site,om_stockholm,DJF,precip_days,anom_dt,77,-0.0289,0.8027
site,om_stockholm,DJF,thaw_days,value,77,0.0257,0.8243
site,om_stockholm,DJF,thaw_days,anom,77,0.0257,0.8243
site,om_stockholm,DJF,thaw_days,anom_dt,77,0.0056,0.9614
site,om_stockholm,DJF,tmax_mean,value,77,0.0103,0.9290
site,om_stockholm,DJF,tmax_mean,anom,77,0.0103,0.9290
site,om_stockholm,DJF,tmax_mean,anom_dt,77,0.0097,0.9332
site,om_stockholm,DJF,tmean,value,77,0.0084,0.9424
site,om_stockholm,DJF,tmean,anom,77,0.0084,0.9424
site,om_stockholm,DJF,tmean,anom_dt,77,-0.0004,0.9976
site,om_stockholm,DJF,tmin_mean,value,77,-0.0027,0.9814
site,om_stockholm,DJF,tmin_mean,anom,77,-0.0027,0.9814
site,om_stockholm,DJF,tmin_mean,anom_dt,77,-0.0038,0.9739
site,om_stockholm,JFM,frost_days,value,77,-0.0372,0.7481
site,om_stockholm,JFM,frost_days,anom,77,-0.0372,0.7481
site,om_stockholm,JFM,frost_days,anom_dt,77,-0.0668,0.5639
site,om_stockholm,JFM,ice_days,value,77,0.0203,0.8611
site,om_stockholm,JFM,ice_days,anom,77,0.0203,0.8611
site,om_stockholm,JFM,ice_days,anom_dt,77,-0.0036,0.9752
site,om_stockholm,JFM,precip,value,77,0.1020,0.3772
site,om_stockholm,JFM,precip,anom,77,0.1020,0.3772
site,om_stockholm,JFM,precip,anom_dt,77,0.0960,0.4063
site,om_stockholm,JFM,precip_days,value,77,0.1469,0.2024
site,om_stockholm,JFM,precip_days,anom,77,0.1469,0.2024
site,om_stockholm,JFM,precip_days,anom_dt,77,0.1529,0.1844
site,om_stockholm,JFM,thaw_days,value,77,-0.0093,0.9361
site,om_stockholm,JFM,thaw_days,anom,77,-0.0093,0.9361
site,om_stockholm,JFM,thaw_days,anom_dt,77,0.0073,0.9497
site,om_stockholm,JFM,tmax_mean,value,77,-0.0078,0.9464
site,om_stockholm,JFM,tmax_mean,anom,77,-0.0078,0.9464
site,om_stockholm,JFM,tmax_mean,anom_dt,77,-0.0055,0.9618
site,om_stockholm,JFM,tmean,value,77,-0.0114,0.9217
site,om_stockholm,JFM,tmean,anom,77,-0.0114,0.9217
site,om_stockholm,JFM,tmean,anom_dt,77,0.0007,0.9953
site,om_stockholm,JFM,tmin_mean,value,77,-0.0237,0.8378
site,om_stockholm,JFM,tmin_mean,anom,77,-0.0237,0.8378
site,om_stockholm,JFM,tmin_mean,anom_dt,77,-0.0064,0.9561
site,om_stockholm,NDJFM,frost_days,value,77,-0.0776,0.5022
site,om_stockholm,NDJFM,frost_days,anom,77,-0.0776,0.5022
site,om_stockholm,NDJFM,frost_days,anom_dt,77,-0.0713,0.5380
site,om_stockholm,NDJFM,ice_days,value,77,-0.0076,0.9476
site,om_stockholm,NDJFM,ice_days,anom,77,-0.0076,0.9476
site,om_stockholm,NDJFM,ice_days,anom_dt,77,-0.0232,0.8414
site,om_stockholm,NDJFM,precip,value,77,-0.0199,0.8634
site,om_stockholm,NDJFM,precip,anom,77,-0.0199,0.8634
site,om_stockholm,NDJFM,precip,anom_dt,77,-0.0243,0.8337
site,om_stockholm,NDJFM,precip_days,value,77,0.0798,0.4903
site,om_stockholm,NDJFM,precip_days,anom,77,0.0798,0.4903
site,om_stockholm,NDJFM,precip_days,anom_dt,77,0.0744,0.5202
site,om_stockholm,NDJFM,thaw_days,value,77,0.0186,0.8721
site,om_stockholm,NDJFM,thaw_days,anom,77,0.0186,0.8721
site,om_stockholm,NDJFM,thaw_days,anom_dt,77,0.0308,0.7905
site,om_stockholm,NDJFM,tmax_mean,value,77,0.0135,0.9070
site,om_stockholm,NDJFM,tmax_mean,anom,77,0.0135,0.9070
site,om_stockholm,NDJFM,tmax_mean,anom_dt,77,0.0231,0.8420
site,om_stockholm,NDJFM,tmean,value,77,0.0204,0.8600
site,om_stockholm,NDJFM,tmean,anom,77,0.0204,0.8600
site,om_stockholm,NDJFM,tmean,anom_dt,77,0.0300,0.7956
site,om_stockholm,NDJFM,tmin_mean,value,77,0.0314,0.7860
site,om_stockholm,NDJFM,tmin_mean,anom,77,0.0314,0.7860
site,om_stockholm,NDJFM,tmin_mean,anom_dt,77,0.0425,0.7134
country,DK,DJF,frost_days,value,71,0.0038,0.9748
country,DK,DJF,frost_days,anom,71,0.0073,0.9518
country,DK,DJF,frost_days,anom_dt,71,0.0178,0.8831
country,DK,DJF,ice_days,value,62,0.0817,0.5279
country,DK,DJF,ice_days,anom,62,0.0795,0.5393
country,DK,DJF,ice_days,anom_dt,62,0.0666,0.6072
country,DK,DJF,precip,value,76,0.0670,0.5655
country,DK,DJF,precip,anom,76,0.0504,0.6658
country,DK,DJF,precip,anom_dt,76,0.0614,0.5985
country,DK,DJF,precip_days,value,76,0.0356,0.7601
country,DK,DJF,precip_days,anom,76,-0.0167,0.8860
